inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,quantity_reserved,quantity_in_transit,reorder_triggered,last_updated
706,PRD025,WH06,2024-04-14,1033,55,157,0,2024-04-14 00:00:00
707,PRD031,WH06,2024-04-14,544,112,6,0,2024-04-14 00:00:00
708,PRD003,WH06,2024-04-14,1265,150,179,0,2024-04-14 00:00:00
709,PRD047,WH07,2024-04-14,1086,83,162,0,2024-04-14 00:00:00
710,PRD043,WH07,2024-04-14,833,100,65,0,2024-04-14 00:00:00
711,PRD041,WH07,2024-04-14,577,67,19,0,2024-04-14 00:00:00
712,PRD007,WH07,2024-04-14,1051,187,9,0,2024-04-14 00:00:00
713,PRD038,WH07,2024-04-14,747,161,53,0,2024-04-14 00:00:00
714,PRD022,WH07,2024-04-14,543,101,32,0,2024-04-14 00:00:00
715,PRD045,WH08,2024-04-14,338,65,109,0,2024-04-14 00:00:00
716,PRD031,WH08,2024-04-14,835,199,79,0,2024-04-14 00:00:00
717,PRD041,WH08,2024-04-14,511,29,130,0,2024-04-14 00:00:00
718,PRD012,WH08,2024-04-14,493,44,168,0,2024-04-14 00:00:00
719,PRD009,WH08,2024-04-14,624,129,135,0,2024-04-14 00:00:00
720,PRD005,WH08,2024-04-14,2068,469,148,0,2024-04-14 00:00:00
721,PRD021,WH01,2024-04-21,1025,103,31,0,2024-04-21 00:00:00
722,PRD020,WH01,2024-04-21,1158,232,127,0,2024-04-21 00:00:00
723,PRD033,WH01,2024-04-21,381,33,77,0,2024-04-21 00:00:00
724,PRD026,WH01,2024-04-21,392,47,19,0,2024-04-21 00:00:00
725,PRD035,WH01,2024-04-21,336,69,133,0,2024-04-21 00:00:00
726,PRD031,WH01,2024-04-21,651,145,159,0,2024-04-21 00:00:00
727,PRD022,WH02,2024-04-21,611,121,59,0,2024-04-21 00:00:00
728,PRD018,WH02,2024-04-21,547,125,150,0,2024-04-21 00:00:00
729,PRD008,WH02,2024-04-21,744,94,129,0,2024-04-21 00:00:00
730,PRD024,WH02,2024-04-21,843,206,125,0,2024-04-21 00:00:00
731,PRD028,WH02,2024-04-21,945,141,72,0,2024-04-21 00:00:00
732,PRD026,WH02,2024-04-21,443,66,155,0,2024-04-21 00:00:00
733,PRD034,WH03,2024-04-21,988,134,79,0,2024-04-21 00:00:00
734,PRD018,WH03,2024-04-21,1106,275,143,0,2024-04-21 00:00:00
735,PRD006,WH03,2024-04-21,1231,105,102,0,2024-04-21 00:00:00
736,PRD047,WH03,2024-04-21,970,105,39,0,2024-04-21 00:00:00
737,PRD028,WH03,2024-04-21,1432,100,51,0,2024-04-21 00:00:00
738,PRD048,WH03,2024-04-21,1301,150,51,0,2024-04-21 00:00:00
739,PRD019,WH04,2024-04-21,1454,121,177,0,2024-04-21 00:00:00
740,PRD020,WH04,2024-04-21,1122,155,62,0,2024-04-21 00:00:00
741,PRD029,WH04,2024-04-21,1065,148,6,0,2024-04-21 00:00:00
742,PRD039,WH04,2024-04-21,1700,332,154,0,2024-04-21 00:00:00
743,PRD046,WH04,2024-04-21,1422,330,85,0,2024-04-21 00:00:00
744,PRD028,WH04,2024-04-21,1065,184,132,0,2024-04-21 00:00:00
745,PRD028,WH05,2024-04-21,1204,213,148,0,2024-04-21 00:00:00
746,PRD018,WH05,2024-04-21,1179,144,78,0,2024-04-21 00:00:00
747,PRD041,WH05,2024-04-21,1239,260,119,0,2024-04-21 00:00:00
748,PRD004,WH05,2024-04-21,463,86,166,0,2024-04-21 00:00:00
749,PRD005,WH05,2024-04-21,472,113,180,0,2024-04-21 00:00:00
750,PRD043,WH05,2024-04-21,843,66,81,0,2024-04-21 00:00:00
751,PRD039,WH06,2024-04-21,473,45,138,0,2024-04-21 00:00:00
752,PRD044,WH06,2024-04-21,669,119,190,0,2024-04-21 00:00:00
753,PRD029,WH06,2024-04-21,246,30,116,0,2024-04-21 00:00:00
754,PRD003,WH06,2024-04-21,1061,254,25,0,2024-04-21 00:00:00
755,PRD009,WH06,2024-04-21,656,37,179,0,2024-04-21 00:00:00
756,PRD005,WH06,2024-04-21,658,53,156,0,2024-04-21 00:00:00
757,PRD029,WH07,2024-04-21,2254,174,140,0,2024-04-21 00:00:00
758,PRD024,WH07,2024-04-21,457,56,112,0,2024-04-21 00:00:00
759,PRD049,WH07,2024-04-21,2124,239,59,0,2024-04-21 00:00:00
760,PRD050,WH07,2024-04-21,666,70,47,0,2024-04-21 00:00:00
761,PRD005,WH07,2024-04-21,1866,451,57,0,2024-04-21 00:00:00
762,PRD037,WH07,2024-04-21,1230,67,187,0,2024-04-21 00:00:00
763,PRD012,WH08,2024-04-21,500,51,33,0,2024-04-21 00:00:00
764,PRD032,WH08,2024-04-21,1893,193,7,0,2024-04-21 00:00:00
765,PRD034,WH08,2024-04-21,1528,212,78,0,2024-04-21 00:00:00
766,PRD025,WH08,2024-04-21,1071,266,144,0,2024-04-21 00:00:00
767,PRD036,WH08,2024-04-21,706,75,68,0,2024-04-21 00:00:00
768,PRD008,WH08,2024-04-21,590,137,159,0,2024-04-21 00:00:00
769,PRD032,WH01,2024-04-28,1499,126,7,0,2024-04-28 00:00:00
770,PRD013,WH01,2024-04-28,1305,251,76,0,2024-04-28 00:00:00
771,PRD008,WH01,2024-04-28,1117,278,151,0,2024-04-28 00:00:00
772,PRD009,WH01,2024-04-28,633,134,16,0,2024-04-28 00:00:00
773,PRD005,WH01,2024-04-28,589,143,138,0,2024-04-28 00:00:00
774,PRD029,WH01,2024-04-28,728,180,179,0,2024-04-28 00:00:00
775,PRD043,WH02,2024-04-28,770,83,27,0,2024-04-28 00:00:00
776,PRD023,WH02,2024-04-28,933,102,50,0,2024-04-28 00:00:00
777,PRD046,WH02,2024-04-28,1413,115,63,0,2024-04-28 00:00:00
778,PRD005,WH02,2024-04-28,1892,363,137,0,2024-04-28 00:00:00
779,PRD036,WH02,2024-04-28,879,167,193,0,2024-04-28 00:00:00
780,PRD035,WH02,2024-04-28,633,53,177,0,2024-04-28 00:00:00
781,PRD024,WH03,2024-04-28,457,44,121,0,2024-04-28 00:00:00
782,PRD033,WH03,2024-04-28,1231,183,118,0,2024-04-28 00:00:00
783,PRD015,WH03,2024-04-28,708,86,1,0,2024-04-28 00:00:00
784,PRD008,WH03,2024-04-28,1070,175,117,0,2024-04-28 00:00:00
785,PRD013,WH03,2024-04-28,1567,224,143,0,2024-04-28 00:00:00
786,PRD009,WH03,2024-04-28,547,134,31,0,2024-04-28 00:00:00
787,PRD009,WH04,2024-04-28,398,99,9,0,2024-04-28 00:00:00
788,PRD040,WH04,2024-04-28,644,124,14,0,2024-04-28 00:00:00
789,PRD006,WH04,2024-04-28,1355,210,152,0,2024-04-28 00:00:00
790,PRD005,WH04,2024-04-28,866,176,58,0,2024-04-28 00:00:00
791,PRD020,WH04,2024-04-28,241,51,113,1,2024-04-28 00:00:00
792,PRD026,WH04,2024-04-28,745,48,21,0,2024-04-28 00:00:00
793,PRD021,WH05,2024-04-28,1117,171,171,0,2024-04-28 00:00:00
794,PRD042,WH05,2024-04-28,622,47,31,0,2024-04-28 00:00:00
795,PRD005,WH05,2024-04-28,1236,266,148,0,2024-04-28 00:00:00
796,PRD029,WH05,2024-04-28,1333,213,121,0,2024-04-28 00:00:00
797,PRD030,WH05,2024-04-28,1688,282,11,0,2024-04-28 00:00:00
798,PRD044,WH05,2024-04-28,1058,215,174,0,2024-04-28 00:00:00
799,PRD009,WH06,2024-04-28,671,54,148,0,2024-04-28 00:00:00
800,PRD028,WH06,2024-04-28,823,68,125,0,2024-04-28 00:00:00
801,PRD033,WH06,2024-04-28,1538,176,134,0,2024-04-28 00:00:00
802,PRD004,WH06,2024-04-28,457,87,150,0,2024-04-28 00:00:00
803,PRD008,WH06,2024-04-28,508,60,85,0,2024-04-28 00:00:00
804,PRD034,WH06,2024-04-28,1666,396,149,0,2024-04-28 00:00:00
805,PRD019,WH07,2024-04-28,1213,127,26,0,2024-04-28 00:00:00
806,PRD006,WH07,2024-04-28,843,147,49,0,2024-04-28 00:00:00
807,PRD017,WH07,2024-04-28,1123,194,87,0,2024-04-28 00:00:00
808,PRD013,WH07,2024-04-28,503,34,43,0,2024-04-28 00:00:00
809,PRD041,WH07,2024-04-28,802,142,188,0,2024-04-28 00:00:00
810,PRD036,WH07,2024-04-28,1207,203,96,0,2024-04-28 00:00:00
811,PRD038,WH08,2024-04-28,212,24,18,0,2024-04-28 00:00:00
812,PRD010,WH08,2024-04-28,865,203,22,0,2024-04-28 00:00:00
813,PRD011,WH08,2024-04-28,1579,91,110,0,2024-04-28 00:00:00
814,PRD043,WH08,2024-04-28,707,157,24,0,2024-04-28 00:00:00
815,PRD040,WH08,2024-04-28,459,30,105,0,2024-04-28 00:00:00
816,PRD039,WH08,2024-04-28,1316,315,185,0,2024-04-28 00:00:00
817,PRD050,WH01,2024-05-05,1134,151,105,0,2024-05-05 00:00:00
818,PRD037,WH01,2024-05-05,996,177,97,0,2024-05-05 00:00:00
819,PRD017,WH01,2024-05-05,1229,183,127,0,2024-05-05 00:00:00
820,PRD042,WH01,2024-05-05,317,55,45,0,2024-05-05 00:00:00
821,PRD014,WH01,2024-05-05,253,27,168,0,2024-05-05 00:00:00
822,PRD049,WH01,2024-05-05,1699,410,111,0,2024-05-05 00:00:00
823,PRD031,WH02,2024-05-05,732,47,85,0,2024-05-05 00:00:00
824,PRD016,WH02,2024-05-05,1143,70,89,0,2024-05-05 00:00:00
825,PRD044,WH02,2024-05-05,1076,148,13,0,2024-05-05 00:00:00
826,PRD026,WH02,2024-05-05,602,88,120,0,2024-05-05 00:00:00
827,PRD020,WH02,2024-05-05,936,84,74,0,2024-05-05 00:00:00
828,PRD030,WH02,2024-05-05,1762,301,143,0,2024-05-05 00:00:00
829,PRD021,WH03,2024-05-05,843,64,55,0,2024-05-05 00:00:00
830,PRD046,WH03,2024-05-05,601,74,100,0,2024-05-05 00:00:00
831,PRD050,WH03,2024-05-05,1093,177,131,0,2024-05-05 00:00:00
832,PRD047,WH03,2024-05-05,834,94,19,0,2024-05-05 00:00:00
833,PRD023,WH03,2024-05-05,485,69,153,0,2024-05-05 00:00:00
834,PRD026,WH03,2024-05-05,679,70,36,0,2024-05-05 00:00:00
835,PRD016,WH04,2024-05-05,561,125,172,0,2024-05-05 00:00:00
836,PRD010,WH04,2024-05-05,714,95,19,0,2024-05-05 00:00:00
837,PRD007,WH04,2024-05-05,1871,453,13,0,2024-05-05 00:00:00
838,PRD004,WH04,2024-05-05,347,79,2,0,2024-05-05 00:00:00
839,PRD019,WH04,2024-05-05,1093,232,54,0,2024-05-05 00:00:00
840,PRD025,WH04,2024-05-05,596,141,131,0,2024-05-05 00:00:00
841,PRD047,WH05,2024-05-05,1420,203,157,0,2024-05-05 00:00:00
842,PRD021,WH05,2024-05-05,768,173,81,0,2024-05-05 00:00:00
843,PRD013,WH05,2024-05-05,1046,156,146,0,2024-05-05 00:00:00
844,PRD011,WH05,2024-05-05,1234,83,48,0,2024-05-05 00:00:00
845,PRD032,WH05,2024-05-05,795,102,151,0,2024-05-05 00:00:00
846,PRD033,WH05,2024-05-05,1485,210,108,0,2024-05-05 00:00:00
847,PRD016,WH06,2024-05-05,859,91,18,0,2024-05-05 00:00:00
848,PRD014,WH06,2024-05-05,394,66,175,0,2024-05-05 00:00:00
849,PRD038,WH06,2024-05-05,530,115,112,0,2024-05-05 00:00:00
850,PRD023,WH06,2024-05-05,576,106,182,0,2024-05-05 00:00:00
851,PRD004,WH06,2024-05-05,304,32,112,0,2024-05-05 00:00:00
852,PRD046,WH06,2024-05-05,402,20,46,0,2024-05-05 00:00:00
853,PRD007,WH07,2024-05-05,793,97,3,0,2024-05-05 00:00:00
854,PRD028,WH07,2024-05-05,2121,275,147,0,2024-05-05 00:00:00
855,PRD009,WH07,2024-05-05,501,82,197,0,2024-05-05 00:00:00
856,PRD017,WH07,2024-05-05,1229,109,46,0,2024-05-05 00:00:00
857,PRD024,WH07,2024-05-05,420,67,136,0,2024-05-05 00:00:00
858,PRD026,WH07,2024-05-05,770,49,89,0,2024-05-05 00:00:00
859,PRD033,WH08,2024-05-05,658,113,60,0,2024-05-05 00:00:00
860,PRD029,WH08,2024-05-05,1553,117,137,0,2024-05-05 00:00:00
861,PRD036,WH08,2024-05-05,739,51,108,0,2024-05-05 00:00:00
862,PRD018,WH08,2024-05-05,270,33,50,0,2024-05-05 00:00:00
863,PRD040,WH08,2024-05-05,770,190,92,0,2024-05-05 00:00:00
864,PRD044,WH08,2024-05-05,884,142,63,0,2024-05-05 00:00:00
865,PRD024,WH01,2024-05-12,621,80,73,0,2024-05-12 00:00:00
866,PRD049,WH01,2024-05-12,1105,64,191,0,2024-05-12 00:00:00
867,PRD010,WH01,2024-05-12,500,28,3,0,2024-05-12 00:00:00
868,PRD013,WH01,2024-05-12,1163,224,125,0,2024-05-12 00:00:00
869,PRD039,WH01,2024-05-12,1088,229,128,0,2024-05-12 00:00:00
870,PRD033,WH01,2024-05-12,2184,336,23,0,2024-05-12 00:00:00
871,PRD010,WH02,2024-05-12,1118,127,181,0,2024-05-12 00:00:00
872,PRD039,WH02,2024-05-12,1452,186,173,0,2024-05-12 00:00:00
873,PRD033,WH02,2024-05-12,787,136,30,0,2024-05-12 00:00:00
874,PRD009,WH02,2024-05-12,594,129,83,0,2024-05-12 00:00:00
875,PRD021,WH02,2024-05-12,1131,190,157,0,2024-05-12 00:00:00
876,PRD040,WH02,2024-05-12,599,90,151,0,2024-05-12 00:00:00
877,PRD033,WH03,2024-05-12,1239,179,134,0,2024-05-12 00:00:00
878,PRD035,WH03,2024-05-12,433,23,162,0,2024-05-12 00:00:00
879,PRD032,WH03,2024-05-12,2170,252,137,0,2024-05-12 00:00:00
880,PRD046,WH03,2024-05-12,653,46,79,0,2024-05-12 00:00:00
881,PRD037,WH03,2024-05-12,855,113,69,0,2024-05-12 00:00:00
882,PRD020,WH03,2024-05-12,319,35,43,0,2024-05-12 00:00:00
883,PRD047,WH04,2024-05-12,1544,159,106,0,2024-05-12 00:00:00
884,PRD045,WH04,2024-05-12,325,58,83,0,2024-05-12 00:00:00
885,PRD041,WH04,2024-05-12,1028,251,20,0,2024-05-12 00:00:00
886,PRD002,WH04,2024-05-12,753,124,195,0,2024-05-12 00:00:00
887,PRD039,WH04,2024-05-12,1584,151,69,0,2024-05-12 00:00:00
888,PRD031,WH04,2024-05-12,539,32,126,0,2024-05-12 00:00:00
889,PRD031,WH05,2024-05-12,829,65,147,0,2024-05-12 00:00:00
890,PRD011,WH05,2024-05-12,755,140,142,0,2024-05-12 00:00:00
891,PRD034,WH05,2024-05-12,1204,67,153,0,2024-05-12 00:00:00
892,PRD041,WH05,2024-05-12,989,237,119,0,2024-05-12 00:00:00
893,PRD040,WH05,2024-05-12,742,53,57,0,2024-05-12 00:00:00
894,PRD025,WH05,2024-05-12,522,28,20,0,2024-05-12 00:00:00
895,PRD021,WH06,2024-05-12,1288,170,164,0,2024-05-12 00:00:00
896,PRD027,WH06,2024-05-12,441,90,48,0,2024-05-12 00:00:00
897,PRD010,WH06,2024-05-12,984,230,127,0,2024-05-12 00:00:00
898,PRD049,WH06,2024-05-12,1407,315,139,0,2024-05-12 00:00:00
899,PRD045,WH06,2024-05-12,269,53,177,0,2024-05-12 00:00:00
900,PRD014,WH06,2024-05-12,430,26,116,0,2024-05-12 00:00:00
901,PRD009,WH07,2024-05-12,446,64,70,0,2024-05-12 00:00:00
902,PRD034,WH07,2024-05-12,869,108,85,0,2024-05-12 00:00:00
903,PRD014,WH07,2024-05-12,699,168,60,0,2024-05-12 00:00:00
904,PRD036,WH07,2024-05-12,1297,184,60,0,2024-05-12 00:00:00
905,PRD021,WH07,2024-05-12,1158,181,168,0,2024-05-12 00:00:00
906,PRD043,WH07,2024-05-12,772,122,166,0,2024-05-12 00:00:00
907,PRD044,WH08,2024-05-12,1101,189,197,0,2024-05-12 00:00:00
908,PRD047,WH08,2024-05-12,2585,228,197,0,2024-05-12 00:00:00
909,PRD050,WH08,2024-05-12,1120,111,4,0,2024-05-12 00:00:00
910,PRD042,WH08,2024-05-12,947,153,1,0,2024-05-12 00:00:00
911,PRD045,WH08,2024-05-12,241,22,73,0,2024-05-12 00:00:00
912,PRD017,WH08,2024-05-12,1408,344,97,0,2024-05-12 00:00:00
913,PRD020,WH01,2024-05-19,936,106,166,0,2024-05-19 00:00:00
914,PRD019,WH01,2024-05-19,1528,182,85,0,2024-05-19 00:00:00
915,PRD046,WH01,2024-05-19,1315,311,37,0,2024-05-19 00:00:00
916,PRD014,WH01,2024-05-19,355,74,187,0,2024-05-19 00:00:00
917,PRD045,WH01,2024-05-19,346,36,62,0,2024-05-19 00:00:00
918,PRD032,WH01,2024-05-19,1505,111,48,0,2024-05-19 00:00:00
919,PRD044,WH02,2024-05-19,713,77,19,0,2024-05-19 00:00:00
920,PRD035,WH02,2024-05-19,354,38,153,0,2024-05-19 00:00:00
921,PRD025,WH02,2024-05-19,1186,228,142,0,2024-05-19 00:00:00
922,PRD026,WH02,2024-05-19,365,43,119,0,2024-05-19 00:00:00
923,PRD023,WH02,2024-05-19,737,102,115,0,2024-05-19 00:00:00
924,PRD010,WH02,2024-05-19,584,59,91,0,2024-05-19 00:00:00
925,PRD031,WH03,2024-05-19,982,185,112,0,2024-05-19 00:00:00
926,PRD014,WH03,2024-05-19,570,44,190,0,2024-05-19 00:00:00
927,PRD013,WH03,2024-05-19,780,135,130,0,2024-05-19 00:00:00
928,PRD035,WH03,2024-05-19,475,79,199,0,2024-05-19 00:00:00
929,PRD018,WH03,2024-05-19,844,83,5,0,2024-05-19 00:00:00
930,PRD036,WH03,2024-05-19,242,44,166,0,2024-05-19 00:00:00
931,PRD034,WH04,2024-05-19,1990,263,177,0,2024-05-19 00:00:00
932,PRD015,WH04,2024-05-19,1182,228,170,0,2024-05-19 00:00:00
933,PRD041,WH04,2024-05-19,743,52,151,0,2024-05-19 00:00:00
934,PRD049,WH04,2024-05-19,554,113,40,0,2024-05-19 00:00:00
935,PRD004,WH04,2024-05-19,583,29,54,0,2024-05-19 00:00:00
936,PRD007,WH04,2024-05-19,1924,307,136,0,2024-05-19 00:00:00
937,PRD011,WH05,2024-05-19,1585,142,103,0,2024-05-19 00:00:00
938,PRD027,WH05,2024-05-19,801,194,41,0,2024-05-19 00:00:00
939,PRD042,WH05,2024-05-19,1158,132,129,0,2024-05-19 00:00:00
940,PRD031,WH05,2024-05-19,328,58,6,0,2024-05-19 00:00:00
941,PRD047,WH05,2024-05-19,438,101,26,0,2024-05-19 00:00:00
942,PRD048,WH05,2024-05-19,1337,90,113,0,2024-05-19 00:00:00
943,PRD037,WH06,2024-05-19,1561,208,128,0,2024-05-19 00:00:00
944,PRD015,WH06,2024-05-19,444,96,7,0,2024-05-19 00:00:00
945,PRD035,WH06,2024-05-19,499,118,106,0,2024-05-19 00:00:00
946,PRD047,WH06,2024-05-19,1917,109,100,0,2024-05-19 00:00:00
947,PRD003,WH06,2024-05-19,1996,433,18,0,2024-05-19 00:00:00
948,PRD012,WH06,2024-05-19,313,64,31,0,2024-05-19 00:00:00
949,PRD012,WH07,2024-05-19,472,77,118,0,2024-05-19 00:00:00
950,PRD048,WH07,2024-05-19,729,52,15,0,2024-05-19 00:00:00
951,PRD019,WH07,2024-05-19,1034,254,20,0,2024-05-19 00:00:00
952,PRD003,WH07,2024-05-19,1204,128,157,0,2024-05-19 00:00:00
953,PRD001,WH07,2024-05-19,276,68,101,0,2024-05-19 00:00:00
954,PRD020,WH07,2024-05-19,1123,178,58,0,2024-05-19 00:00:00
955,PRD032,WH08,2024-05-19,2390,506,24,0,2024-05-19 00:00:00
956,PRD009,WH08,2024-05-19,837,97,147,0,2024-05-19 00:00:00
957,PRD033,WH08,2024-05-19,884,173,8,0,2024-05-19 00:00:00
958,PRD030,WH08,2024-05-19,1875,336,115,0,2024-05-19 00:00:00
959,PRD018,WH08,2024-05-19,1436,278,130,0,2024-05-19 00:00:00
960,PRD013,WH08,2024-05-19,1522,80,75,0,2024-05-19 00:00:00
961,PRD022,WH01,2024-05-26,306,52,20,0,2024-05-26 00:00:00
962,PRD019,WH01,2024-05-26,816,145,155,0,2024-05-26 00:00:00
963,PRD037,WH01,2024-05-26,1180,154,40,0,2024-05-26 00:00:00
964,PRD044,WH01,2024-05-26,802,108,50,0,2024-05-26 00:00:00
965,PRD013,WH01,2024-05-26,1926,222,184,0,2024-05-26 00:00:00
966,PRD012,WH01,2024-05-26,397,51,22,0,2024-05-26 00:00:00
967,PRD007,WH02,2024-05-26,527,27,68,0,2024-05-26 00:00:00
968,PRD012,WH02,2024-05-26,574,72,107,0,2024-05-26 00:00:00
969,PRD009,WH02,2024-05-26,609,84,162,0,2024-05-26 00:00:00
970,PRD031,WH02,2024-05-26,674,69,32,0,2024-05-26 00:00:00
971,PRD021,WH02,2024-05-26,1138,131,65,0,2024-05-26 00:00:00
972,PRD016,WH02,2024-05-26,436,72,167,0,2024-05-26 00:00:00
973,PRD037,WH03,2024-05-26,1846,179,0,0,2024-05-26 00:00:00
974,PRD001,WH03,2024-05-26,282,51,199,0,2024-05-26 00:00:00
975,PRD017,WH03,2024-05-26,1507,215,46,0,2024-05-26 00:00:00
976,PRD042,WH03,2024-05-26,570,46,37,0,2024-05-26 00:00:00
977,PRD024,WH03,2024-05-26,370,69,56,0,2024-05-26 00:00:00
978,PRD045,WH03,2024-05-26,323,75,116,0,2024-05-26 00:00:00
979,PRD046,WH04,2024-05-26,1523,188,144,0,2024-05-26 00:00:00
980,PRD020,WH04,2024-05-26,802,75,38,0,2024-05-26 00:00:00
981,PRD045,WH04,2024-05-26,365,88,133,0,2024-05-26 00:00:00
982,PRD008,WH04,2024-05-26,1018,148,150,0,2024-05-26 00:00:00
983,PRD041,WH04,2024-05-26,594,83,45,0,2024-05-26 00:00:00
984,PRD019,WH04,2024-05-26,538,133,37,0,2024-05-26 00:00:00
985,PRD024,WH05,2024-05-26,375,78,189,0,2024-05-26 00:00:00
986,PRD027,WH05,2024-05-26,419,90,34,0,2024-05-26 00:00:00
987,PRD045,WH05,2024-05-26,455,92,83,0,2024-05-26 00:00:00
988,PRD036,WH05,2024-05-26,583,108,112,0,2024-05-26 00:00:00
989,PRD031,WH05,2024-05-26,636,107,175,0,2024-05-26 00:00:00
990,PRD035,WH05,2024-05-26,516,107,82,0,2024-05-26 00:00:00
991,PRD034,WH06,2024-05-26,1872,437,172,0,2024-05-26 00:00:00
992,PRD029,WH06,2024-05-26,1644,119,70,0,2024-05-26 00:00:00
993,PRD050,WH06,2024-05-26,1756,378,123,0,2024-05-26 00:00:00
994,PRD046,WH06,2024-05-26,1743,401,118,0,2024-05-26 00:00:00
995,PRD024,WH06,2024-05-26,959,86,141,0,2024-05-26 00:00:00
996,PRD005,WH06,2024-05-26,1774,279,119,0,2024-05-26 00:00:00
997,PRD011,WH07,2024-05-26,1386,126,167,0,2024-05-26 00:00:00
998,PRD021,WH07,2024-05-26,1660,276,29,0,2024-05-26 00:00:00
999,PRD034,WH07,2024-05-26,1413,96,51,0,2024-05-26 00:00:00
1000,PRD029,WH07,2024-05-26,973,147,88,0,2024-05-26 00:00:00
1001,PRD008,WH07,2024-05-26,1018,215,40,0,2024-05-26 00:00:00
1002,PRD044,WH07,2024-05-26,622,87,195,0,2024-05-26 00:00:00
1003,PRD033,WH08,2024-05-26,1110,158,85,0,2024-05-26 00:00:00
1004,PRD027,WH08,2024-05-26,1136,240,168,0,2024-05-26 00:00:00
1005,PRD030,WH08,2024-05-26,2288,445,175,0,2024-05-26 00:00:00
1006,PRD037,WH08,2024-05-26,1617,208,157,0,2024-05-26 00:00:00
1007,PRD004,WH08,2024-05-26,194,41,49,0,2024-05-26 00:00:00
1008,PRD036,WH08,2024-05-26,548,109,148,0,2024-05-26 00:00:00
1009,PRD038,WH01,2024-06-02,522,32,188,0,2024-06-02 00:00:00
1010,PRD005,WH01,2024-06-02,1589,395,136,0,2024-06-02 00:00:00
1011,PRD003,WH01,2024-06-02,1518,359,64,0,2024-06-02 00:00:00
1012,PRD028,WH01,2024-06-02,1463,93,7,0,2024-06-02 00:00:00
1013,PRD023,WH01,2024-06-02,0,0,75,1,2024-06-02 00:00:00
1014,PRD045,WH01,2024-06-02,399,22,181,0,2024-06-02 00:00:00
1015,PRD027,WH02,2024-06-02,1366,170,104,0,2024-06-02 00:00:00
1016,PRD012,WH02,2024-06-02,394,89,146,0,2024-06-02 00:00:00
1017,PRD009,WH02,2024-06-02,531,74,20,0,2024-06-02 00:00:00
1018,PRD042,WH02,2024-06-02,899,209,50,0,2024-06-02 00:00:00
1019,PRD047,WH02,2024-06-02,2344,294,178,0,2024-06-02 00:00:00
1020,PRD050,WH02,2024-06-02,1102,72,131,0,2024-06-02 00:00:00
1021,PRD043,WH03,2024-06-02,458,39,3,0,2024-06-02 00:00:00
1022,PRD035,WH03,2024-06-02,511,80,149,0,2024-06-02 00:00:00
1023,PRD009,WH03,2024-06-02,423,65,90,0,2024-06-02 00:00:00
1024,PRD042,WH03,2024-06-02,433,84,182,0,2024-06-02 00:00:00
1025,PRD023,WH03,2024-06-02,871,82,144,0,2024-06-02 00:00:00
1026,PRD008,WH03,2024-06-02,743,37,60,0,2024-06-02 00:00:00
1027,PRD002,WH04,2024-06-02,318,49,135,0,2024-06-02 00:00:00
1028,PRD020,WH04,2024-06-02,965,207,123,0,2024-06-02 00:00:00
1029,PRD030,WH04,2024-06-02,0,0,108,1,2024-06-02 00:00:00
1030,PRD044,WH04,2024-06-02,377,44,98,0,2024-06-02 00:00:00
1031,PRD035,WH04,2024-06-02,520,54,83,0,2024-06-02 00:00:00
1032,PRD028,WH04,2024-06-02,615,146,55,0,2024-06-02 00:00:00
1033,PRD047,WH05,2024-06-02,2045,353,48,0,2024-06-02 00:00:00
1034,PRD049,WH05,2024-06-02,2646,627,45,0,2024-06-02 00:00:00
1035,PRD008,WH05,2024-06-02,666,151,38,0,2024-06-02 00:00:00
1036,PRD003,WH05,2024-06-02,1425,139,84,0,2024-06-02 00:00:00
1037,PRD043,WH05,2024-06-02,324,20,105,0,2024-06-02 00:00:00
1038,PRD027,WH05,2024-06-02,759,128,106,0,2024-06-02 00:00:00
1039,PRD029,WH06,2024-06-02,972,192,16,0,2024-06-02 00:00:00
1040,PRD039,WH06,2024-06-02,1486,193,87,0,2024-06-02 00:00:00
1041,PRD044,WH06,2024-06-02,1350,130,182,0,2024-06-02 00:00:00
1042,PRD046,WH06,2024-06-02,968,90,40,0,2024-06-02 00:00:00
1043,PRD004,WH06,2024-06-02,368,81,126,0,2024-06-02 00:00:00
1044,PRD016,WH06,2024-06-02,499,30,45,0,2024-06-02 00:00:00
1045,PRD033,WH07,2024-06-02,1104,182,18,0,2024-06-02 00:00:00
1046,PRD019,WH07,2024-06-02,545,111,75,0,2024-06-02 00:00:00
1047,PRD015,WH07,2024-06-02,1116,238,108,0,2024-06-02 00:00:00
1048,PRD047,WH07,2024-06-02,1922,187,11,0,2024-06-02 00:00:00
1049,PRD037,WH07,2024-06-02,772,173,89,0,2024-06-02 00:00:00
1050,PRD021,WH07,2024-06-02,1372,339,102,0,2024-06-02 00:00:00
1051,PRD034,WH08,2024-06-02,1852,298,176,0,2024-06-02 00:00:00
1052,PRD015,WH08,2024-06-02,1195,201,174,0,2024-06-02 00:00:00
1053,PRD027,WH08,2024-06-02,739,145,67,0,2024-06-02 00:00:00
1054,PRD020,WH08,2024-06-02,1173,99,160,0,2024-06-02 00:00:00
1055,PRD018,WH08,2024-06-02,52,9,146,1,2024-06-02 00:00:00
1056,PRD004,WH08,2024-06-02,295,47,155,0,2024-06-02 00:00:00
1057,PRD004,WH01,2024-06-09,477,54,75,0,2024-06-09 00:00:00
